Text,StrTime,User,MessageType,Sentiment,Confidence,Positive_Prob,Negative_Prob
等我问问,2024-02-17 21:56:20,Matteo,text,2,0.503004,0.776352,0.223648
好,2024-02-17 21:56:27,R,text,2,0.998993,0.999547,0.000452987
no泰式,2024-02-17 22:05:16,R,text,2,0.938082,0.972137,0.027863
小泉居哈哈哈哈哈哈哈,2024-02-17 22:05:26,R,text,2,0.785048,0.903271,0.0967285
我记得上次和陈欣儿吃,2024-02-17 22:05:44,R,text,2,0.816283,0.917327,0.0826726
陈欣儿上次发了朋友圈,2024-02-17 22:05:54,R,text,2,0.920207,0.964093,0.0359067
郭俊杰还在下面评论,2024-02-17 22:06:05,R,text,0,0.7754,0.10107,0.89893
其他几个都行,2024-02-17 22:07:12,R,text,2,0.740838,0.883377,0.116623
几年前,2024-02-17 22:07:56,R,text,1,0.830791,0.50846,0.49154
其实大学同学我都快忘了,2024-02-17 22:09:37,Matteo,text,2,0.783387,0.902524,0.0974758
你真的,2024-02-17 22:11:55,R,text,0,0.665935,0.150329,0.849671
我哭死,2024-02-17 22:11:59,R,text,0,0.926125,0.0332439,0.966756
[呲牙],2024-02-17 22:12:02,R,text,2,0.518941,0.783523,0.216477
主要我没怎么上过课,2024-02-17 22:12:32,Matteo,text,0,0.616704,0.172483,0.827517
后面他们也不怎么去上课了,2024-02-17 22:12:47,Matteo,text,0,0.974141,0.0116364,0.988364
哈哈哈哈哈哈哈,2024-02-17 22:13:21,R,text,2,0.974361,0.988462,0.0115377
确实,2024-02-17 22:13:24,R,text,2,0.483035,0.767366,0.232634
去了也没交流,2024-02-17 22:13:55,R,text,0,0.931013,0.0310442,0.968956
粤语发音怎么这么抽象,2024-02-18 01:07:33,Matteo,text,0,0.982891,0.00769919,0.992301
读个人简历稿子给我读笑了,2024-02-18 01:08:02,Matteo,text,2,0.362433,0.713095,0.286905
你在练吗,2024-02-18 01:08:15,R,text,0,0.863743,0.0613155,0.938684
哈哈哈哈哈哈哈哈哈,2024-02-18 01:08:18,R,text,2,0.911407,0.960133,0.039867
明早面试啊,2024-02-18 01:16:51,Matteo,text,2,0.686081,0.858737,0.141264
反正大概率是寄,2024-02-18 01:17:14,Matteo,text,0,0.800954,0.0895708,0.910429
已经放平心态了,2024-02-18 01:17:21,Matteo,text,0,0.812765,0.0842558,0.915744
不想找工作,2024-02-18 01:18:04,R,text,0,0.962165,0.0170256,0.982974
毕业家里蹲两个月,2024-02-18 01:18:29,Matteo,text,2,0.879397,0.945728,0.0542715
上两个月班,2024-02-18 01:18:36,Matteo,text,2,0.772656,0.897695,0.102305
然后又蹲两个月,2024-02-18 01:18:43,Matteo,text,2,0.744329,0.884948,0.115052
完美的半年,2024-02-18 01:18:48,Matteo,text,2,0.998206,0.999193,0.000807181
哈哈哈哈哈哈我也快了,2024-02-18 01:18:58,R,text,2,0.998881,0.999496,0.000503569
想把说方言的豆沙了,2024-02-18 01:19:54,Matteo,text,0,0.461443,0.242351,0.757649
想把说方言的豆沙了,2024-02-18 01:20:02,R,text,0,0.461443,0.242351,0.757649
倒反天罡,2024-02-18 01:20:06,Matteo,text,0,0.975805,0.0108879,0.989112
大一统为什么还要说方言,2024-02-18 01:20:32,Matteo,text,0,0.953856,0.0207647,0.979235
什么时候能全世界都说普通话,2024-02-18 01:36:43,R,text,2,0.874285,0.943428,0.0565718
什么时候删除掉语言啊,2024-02-18 01:37:08,Matteo,text,0,0.983784,0.00729729,0.992703
反正我也不说话,2024-02-18 01:37:13,Matteo,text,0,0.979597,0.00918124,0.990819
哈哈哈哈哈哈哈哈,2024-02-18 01:37:14,R,text,2,0.826193,0.921787,0.0782133
哈哈哈哈哈哈哈哈,2024-02-18 01:37:17,R,text,2,0.826193,0.921787,0.0782133
🤡,2024-02-18 01:38:58,Matteo,text,1,0.0,0.0,0.0
哈哈哈哈哈,2024-02-18 03:53:59,R,text,2,0.99747,0.998861,0.00113866
怎么没去学化工,2024-02-18 03:54:04,R,text,0,0.966021,0.0152906,0.984709
现在坐巴士可以扫码支付吗？,2024-02-18 21:34:32,R,text,1,0.761791,0.51191,0.48809
可以吧,2024-02-18 22:02:08,Matteo,text,2,0.938254,0.972214,0.0277858
只能说,2024-02-18 22:02:11,Matteo,text,0,0.974388,0.0115255,0.988474
okok,2024-02-18 22:02:20,R,text,2,0.989747,0.995386,0.0046138
这面试还没开始就快结束了,2024-02-18 22:02:23,Matteo,text,0,0.759442,0.108251,0.891749
？,2024-02-18 22:02:28,R,text,0,0.993778,0.00280005,0.9972
上来就是翻译,2024-02-18 22:02:33,Matteo,text,2,0.927198,0.967239,0.032761
经典开局？,2024-02-18 22:02:34,R,text,0,0.356957,0.289369,0.710631
英语吗,2024-02-18 22:02:40,R,text,2,0.228253,0.652714,0.347286
然后问你对什么什么的理解,2024-02-18 22:02:51,Matteo,text,0,0.954773,0.0203521,0.979648
我只能说英文阅读理解我没看懂,2024-02-18 22:03:01,Matteo,text,0,0.959198,0.0183607,0.981639
中文阅读理解不会写,2024-02-18 22:03:13,Matteo,text,0,0.0865543,0.411051,0.588949
嗯,2024-02-18 22:03:56,Matteo,text,2,0.204458,0.642006,0.357994
挺难的那个中译英,2024-02-18 22:04:12,Matteo,text,0,0.216441,0.352601,0.647399
我中文都没太看懂,2024-02-18 22:04:19,Matteo,text,2,0.558155,0.80117,0.19883
非常正式的那种书面报告,2024-02-18 22:04:40,Matteo,text,2,0.978979,0.990541,0.00945933
哈哈哈开始脚趾扣地,2024-02-18 22:04:44,R,text,2,0.978249,0.990212,0.0097881
拿来我看看,2024-02-18 22:04:52,R,text,2,0.409504,0.734277,0.265723
等会随便巴拉巴拉我就回家吃饭了,2024-02-18 22:05:00,Matteo,text,2,0.474188,0.763385,0.236615
交了,2024-02-18 22:05:05,Matteo,text,0,0.26066,0.332703,0.667297
晚上几点吃饭,2024-02-18 22:05:15,R,text,2,0.581903,0.811856,0.188144
哪里见,2024-02-18 22:05:19,R,text,0,0.77583,0.100877,0.899123
五六点,2024-02-18 22:05:22,Matteo,text,0,0.188738,0.365068,0.634932
筷子基那个湖你知道嘛,2024-02-18 22:05:33,Matteo,text,2,0.186677,0.634005,0.365995
好像知道好像不知道,2024-02-18 22:06:10,R,text,0,0.75345,0.110947,0.889053
大概这边吧,2024-02-18 22:07:11,Matteo,text,0,0.485794,0.231393,0.768607
okok,2024-02-18 22:07:27,R,text,2,0.989747,0.995386,0.0046138
然后我就直接交了,2024-02-18 22:08:51,Matteo,text,0,0.798596,0.090632,0.909368
好想走啊,2024-02-18 22:35:36,Matteo,text,2,0.998334,0.99925,0.000749789
怎么还不开始,2024-02-18 22:35:39,Matteo,text,0,0.993798,0.00279104,0.997209
遛吧,2024-02-18 22:59:52,R,text,0,0.293429,0.317957,0.682043
我快到澳门了,2024-02-18 22:59:56,R,text,2,0.93884,0.972478,0.0275219
中午跟陈欣儿吃饭哈哈哈,2024-02-18 23:00:03,R,text,2,0.977788,0.990005,0.00999547
准备了好久的粤语面试稿,2024-02-18 23:17:54,Matteo,text,2,0.907622,0.95843,0.04157
最后主管是台湾人,2024-02-18 23:18:05,Matteo,text,0,0.198157,0.36083,0.639171
又换成普通话了,2024-02-18 23:18:15,Matteo,text,0,0.938275,0.0277762,0.972224
关昊呢,2024-02-18 23:23:53,Matteo,text,0,0.592005,0.183598,0.816402
关昊上次来深圳看音乐节了,2024-02-18 23:25:50,R,text,2,0.966221,0.984799,0.0152008
"不用唱粤语稿了
",2024-02-18 23:26:08,R,text,2,0.652902,0.843806,0.156194
[旺柴],2024-02-18 23:26:13,Matteo,text,0,0.572422,0.19241,0.80759
至少没有更坏,2024-02-18 23:26:36,Matteo,text,0,0.987813,0.00548393,0.994516
挺好,2024-02-18 23:26:41,Matteo,text,2,0.997276,0.998774,0.00122581
五点吃饭？,2024-02-19 02:47:36,R,text,0,0.927626,0.0325685,0.967431
吃完要回氹仔,2024-02-19 02:47:44,R,text,2,0.65295,0.843827,0.156173
都行,2024-02-19 02:49:22,Matteo,text,2,0.980083,0.991037,0.0089625
走？,2024-02-19 03:27:38,Matteo,text,0,0.965127,0.0156927,0.984307
可以,2024-02-19 03:27:48,R,text,2,0.982081,0.991936,0.00806369
我在新马路这边过去,2024-02-19 03:27:55,R,text,2,0.807378,0.91332,0.08668
我在沙梨头海边街下,2024-02-19 03:42:05,R,text,2,0.2266,0.65197,0.34803
下车了？,2024-02-19 03:44:11,Matteo,text,0,0.986417,0.00611227,0.993888
没哈哈哈哈,2024-02-19 03:44:39,R,text,1,0.21839,0.539081,0.460919
还在巴士堵着,2024-02-19 03:44:54,R,text,0,0.652282,0.156473,0.843527
几号车啊,2024-02-19 03:44:57,Matteo,text,2,0.492492,0.771621,0.228379
33,2024-02-19 03:45:12,R,text,2,0.93381,0.970215,0.0297853
那坐到总站吧,2024-02-19 03:45:23,Matteo,text,0,0.164604,0.375928,0.624072
我过去等你,2024-02-19 03:45:30,Matteo,text,2,0.988437,0.994797,0.00520314
okok,2024-02-19 03:45:34,R,text,2,0.989747,0.995386,0.0046138
下一站到,2024-02-19 04:03:31,R,text,2,0.925421,0.96644,0.0335605
下车后往前走,2024-02-19 04:03:48,Matteo,text,2,0.970967,0.986935,0.013065
我在垃圾桶旁边,2024-02-19 04:03:53,Matteo,text,0,0.859565,0.0631957,0.936804
哈哈哈哈哈,2024-02-19 04:04:01,R,text,2,0.99747,0.998861,0.00113866
好的,2024-02-19 04:04:03,R,text,2,0.99834,0.999253,0.000746884
疑似冒充垃圾,2024-02-19 04:04:06,Matteo,text,0,0.999825,7.85581e-05,0.999921
我穿深绿色西装外套,2024-02-19 04:04:14,R,text,2,0.976485,0.989418,0.010582
"<?xml version=""1.0""?>
<msg bigheadimgurl=""http://wx.qlogo.cn/mmhead/Q3auHgzwzM4WMhe6sr6RZWFWLYAMUoMLwRFY4YKDObpJteXkicY95eQ/0"" smallheadimgurl=""http://wx.qlogo.cn/mmhead/Q3auHgzwzM4WMhe6sr6RZWFWLYAMUoMLwRFY4YKDObpJteXkicY95eQ/132"" username=""gh_17e2a750869a"" nickname=""hellojobs哈囉好工網"" fullpy=""hellojobs哈囉好工網"" shortpy=""HELLOJOBSHLHGW"" alias=""hellojobsmacau"" imagestatus=""3"" scene=""17"" province=""广东"" city=""珠海"" sign="""" sex=""0"" certflag=""24"" certinfo=""广东亿川人杰人力资源有限公司"" brandIconUrl=""http://mmbiz.qpic.cn/mmbiz_png/EcujyGOhLB6kiaL1JD0G17TXic5ue1lD8d54rXABvYKjrTzq0cjLcoMjhKwR8QqRe7kjtnp3NRZWkTsIhOU8ia6yA/0?wx_fmt=png"" brandHomeUrl="""" brandSubscriptConfigUrl="""" brandFlags=""0"" regionCode=""CN_Guangdong_Zhuhai"" biznamecardinfo=""CmBDaGhvWld4c2IycHZZblBsazRqbG00bmxwYjNsdDZYbnRySVFHQm9BSWdFeEtNKyt6SzRHTWc5bmFGOHhOMlV5WVRjMU1EZzJPV0U2REhScGFUTnRWWE5NTWpWNGJ3PT0SeEFBZm1QY3dFQUFBQkFBQUFBQUNLZjJCUGJST1lCOGQ2VHgvVFpTQUFBQUJ0RU5zTk9RK0MyNDVkMnBxS05QQlFmUWpVd09kdE5SQmhYc005eE90YTF0bWRscDVvRmdhcWRLdlBIb2lWcUQwbklHTDFwTVFjcnJ6OA=="" />",2024-02-19 04:28:53,Matteo,text,0,0.157653,0.379056,0.620944
服啦,2024-02-20 22:57:10,Matteo,text,0,0.841398,0.071371,0.928629
面个试,2024-02-20 22:57:13,Matteo,text,2,0.260802,0.667361,0.332639
在威尼斯人迷路了三次,2024-02-20 22:57:22,Matteo,text,2,0.859545,0.936795,0.0632046
哈哈哈哈哈,2024-02-20 22:58:54,R,text,2,0.99747,0.998861,0.00113866
哈哈哈哈哈哈哈哈,2024-02-20 22:58:56,R,text,2,0.826193,0.921787,0.0782133
哈哈哈哈哈哈,2024-02-20 22:58:58,R,text,2,0.914082,0.961337,0.0386631
好真实,2024-02-20 22:59:11,R,text,2,0.999755,0.99989,0.000110247
好绕,2024-02-20 22:59:18,Matteo,text,2,0.902133,0.95596,0.04404
还有夹层什么的,2024-02-20 22:59:32,R,text,2,0.975869,0.989141,0.0108589
我旁边那伙人,2024-02-20 22:59:37,Matteo,text,0,0.732169,0.120524,0.879476
也在吐槽出不去,2024-02-20 22:59:44,Matteo,text,0,0.996153,0.00173103,0.998269
我坐电梯去到一楼,2024-02-20 23:01:00,Matteo,text,2,0.861326,0.937597,0.0624031
往前走就是赌场,2024-02-20 23:01:06,Matteo,text,2,0.898834,0.954475,0.0455248
换了个方向,2024-02-20 23:01:12,Matteo,text,0,0.794182,0.0926182,0.907382
坐电梯下去,2024-02-20 23:01:18,Matteo,text,2,0.935148,0.970816,0.0291836
还他妈是赌场,2024-02-20 23:01:24,Matteo,text,0,0.993553,0.00290138,0.997099
把萝卜换成我算了,2024-02-20 23:02:13,Matteo,text,0,0.994338,0.00254793,0.997452
哈哈哈哈哈哈哈,2024-02-20 23:02:55,R,text,2,0.974361,0.988462,0.0115377
被抓住了,2024-02-20 23:03:01,R,text,0,0.70174,0.134217,0.865783
拿来吧你,2024-02-20 23:03:13,R,text,1,0.782226,0.510889,0.489111
真出不去了,2024-02-20 23:07:06,Matteo,text,0,0.999363,0.00028681,0.999713
绕了一圈又回到了面试的地方,2024-02-20 23:08:09,Matteo,text,2,0.971991,0.987396,0.0126041
在几楼,2024-02-20 23:16:36,R,text,2,0.667763,0.850493,0.149507
从另一个门出来了,2024-02-20 23:16:55,Matteo,text,0,0.0298438,0.43657,0.56343
恭喜[捂脸],2024-02-20 23:17:02,R,text,2,0.980421,0.991189,0.00881074
威尼斯人到处都长得好像,2024-02-20 23:17:45,R,text,1,0.992764,0.500362,0.499638
完全分不清,2024-02-20 23:17:57,Matteo,text,0,0.985136,0.00668862,0.993311
连个参照物都没有,2024-02-20 23:18:11,Matteo,text,0,0.998979,0.00045925,0.999541
骗到威尼斯人 直接迷路,2024-02-20 23:20:36,R,text,0,0.998554,0.000650829,0.999349
抓起来 送到缅北,2024-02-20 23:20:44,R,text,2,0.911828,0.960323,0.0396774
受不了了,2024-04-13 02:59:33,Matteo,text,0,0.99022,0.00440085,0.995599
天天在澳门迷路,2024-04-13 02:59:42,Matteo,text,2,0.889106,0.950098,0.0499022
走到一半路走不通是吧,2024-04-13 03:14:15,R,text,0,0.944537,0.0249585,0.975042
恶心死了,2024-04-13 03:15:19,Matteo,text,0,0.999915,3.82068e-05,0.999962
真的想把规划外港码头的人拉出来点天灯,2024-04-13 03:15:36,Matteo,text,0,0.944967,0.024765,0.975235
设计的什么东西啊,2024-04-13 03:15:47,Matteo,text,0,0.781319,0.0984064,0.901594
水塘那边？,2024-04-13 03:15:54,R,text,0,0.929228,0.0318472,0.968153
是的是的是的,2024-04-13 03:16:03,R,text,2,0.548267,0.79672,0.20328
连接水塘的马路,2024-04-13 03:17:13,Matteo,text,2,0.831591,0.924216,0.0757841
一条人行道都找不到,2024-04-13 03:17:23,Matteo,text,0,0.917412,0.0371645,0.962835
想横穿马路过去吧又怕被创死,2024-04-13 03:17:43,Matteo,text,0,0.976926,0.0103834,0.989617
路的对面,2024-04-13 03:17:54,R,text,2,0.483519,0.767584,0.232417
那么近那么远,2024-04-13 03:17:55,R,text,2,0.896193,0.953287,0.0467132
不到十米,2024-04-13 03:18:32,Matteo,text,0,0.768922,0.103985,0.896015
就是走不过去,2024-04-13 03:18:36,Matteo,text,2,0.958486,0.981319,0.0186814
强制创造了一个给你打的士的环境,2024-04-13 03:19:01,Matteo,text,0,0.872737,0.0572685,0.942731
很难不怀疑是故意的,2024-04-13 03:19:52,Matteo,text,0,0.993417,0.00296216,0.997038
哈哈哈哈哈哈哈,2024-04-13 03:25:15,R,text,2,0.974361,0.988462,0.0115377
哈哈哈哈哈哈哈哈,2024-04-13 03:25:17,R,text,2,0.826193,0.921787,0.0782133
好好笑,2024-04-13 03:25:24,R,text,2,0.97676,0.989542,0.0104579
拍下来给我看看,2024-04-13 03:25:29,R,text,2,0.987978,0.99459,0.00540969
终于找到路了,2024-04-13 03:26:00,Matteo,text,2,0.997178,0.99873,0.00127006
有个天桥,2024-04-13 03:26:01,Matteo,text,2,0.066529,0.579938,0.420062
但是中间上不去,2024-04-13 03:27:00,Matteo,text,0,0.507442,0.221651,0.778349
哈哈哈哈哈哈我记得这,2024-04-13 03:27:41,R,text,2,0.984963,0.993233,0.00676689
[弱],2024-04-13 03:27:45,R,text,0,0.962364,0.0169361,0.983064
这么长一条路,2024-04-13 03:27:51,Matteo,text,0,0.723241,0.124542,0.875458
就这一个口子,2024-04-13 03:27:57,Matteo,text,0,0.997753,0.00101118,0.998989
好神金,2024-04-13 03:28:05,R,text,2,0.986312,0.993841,0.00615944
还没有信号标志,2024-04-13 03:28:07,Matteo,text,0,0.992687,0.003291,0.996709
"谷歌地图有显示吗
",2024-04-13 03:28:23,R,text,0,0.711824,0.129679,0.870321
没看到,2024-04-13 03:28:44,Matteo,text,0,0.897512,0.0461196,0.95388
早知道就回力下了,2024-04-13 03:30:01,Matteo,text,0,0.966331,0.0151512,0.984849
我记得在澳门有个地图还会乱指路,2024-04-13 03:31:27,R,text,1,0.137882,0.543106,0.456894
好像苹果地图的时候会用到百度地图,2024-04-13 03:31:36,R,text,2,0.851345,0.933105,0.0668947
草台班子,2024-04-13 03:32:04,Matteo,text,0,0.25744,0.334152,0.665848
到位,2024-04-13 03:34:34,R,text,2,0.99943,0.999743,0.000256686
大结局！,2024-07-31 11:46:33,Matteo,text,2,0.978531,0.990339,0.00966101
为什么这是大结局,2024-07-31 12:49:26,R,text,0,0.986772,0.00595257,0.994047
话都说到这份上了,2024-07-31 12:49:57,Matteo,text,0,0.247602,0.338579,0.661421
挺好,2024-07-31 12:50:23,R,text,2,0.997276,0.998774,0.00122581
你能说到这个份上也很牛啊,2024-07-31 12:52:13,R,text,2,0.904518,0.957033,0.0429667
有点烦了,2024-07-31 12:52:29,Matteo,text,0,0.999186,0.00036605,0.999634
自我保护机制是吧,2024-07-31 12:54:09,R,text,0,0.640779,0.161649,0.838351
不知道,2024-07-31 12:54:41,Matteo,text,0,0.963392,0.0164735,0.983526
感觉比分了还难受,2024-07-31 13:01:43,Matteo,text,0,0.992613,0.00332421,0.996676
戒断？,2024-07-31 13:08:36,R,text,0,0.966969,0.0148639,0.985136
有点,2024-07-31 13:11:22,Matteo,text,0,0.965142,0.015686,0.984314
破防就开始删微信好友,2024-07-31 14:29:01,Matteo,text,0,0.993123,0.00309453,0.996905
又提纯了一波,2024-07-31 14:29:12,Matteo,text,2,0.572641,0.807689,0.192311
好多都是不认识或者不熟的,2024-07-31 14:29:30,Matteo,text,0,0.877539,0.0551072,0.944893
我也需要这个技能,2024-07-31 20:42:47,R,text,2,0.350521,0.707734,0.292266
好多躺尸的,2024-07-31 20:42:54,R,text,2,0.482075,0.766934,0.233066
直接少了1/4,2024-07-31 21:28:13,Matteo,text,0,0.983515,0.00741836,0.992582
我还特意留了几个,2024-07-31 21:29:15,Matteo,text,2,0.824774,0.921148,0.0788518
留给下次,2024-07-31 21:29:23,Matteo,text,2,0.704212,0.866895,0.133105
哈哈哈哈哈哈哈哈哈,2024-07-31 21:30:34,R,text,2,0.911407,0.960133,0.039867
留几个哈哈哈哈哈哈哈,2024-07-31 21:30:40,R,text,2,0.9577,0.980965,0.0190349
你还怪有节制的呢,2024-07-31 21:30:50,R,text,0,0.800232,0.0898957,0.910104
突然就不知道该干嘛了,2024-08-01 03:22:35,Matteo,text,0,0.997925,0.000933885,0.999066
躺了一天,2024-08-01 03:22:41,Matteo,text,2,0.155835,0.620126,0.379874
戒断,2024-08-01 07:09:52,R,text,2,0.763477,0.893565,0.106435
就是这样的,2024-08-01 07:09:55,R,text,2,0.505853,0.777634,0.222366
转移下注意力吧,2024-08-01 07:10:01,R,text,0,0.839317,0.0723072,0.927693
[抱拳],2024-08-01 07:10:04,R,text,2,0.997912,0.999061,0.000939497
还是难顶,2024-08-01 09:04:52,Matteo,text,0,0.9903,0.0043652,0.995635
这个真汗流浃背了,2024-08-01 10:48:11,Matteo,text,0,0.929588,0.0316854,0.968315
我也有点戒断,2024-08-02 06:09:56,R,text,0,0.599997,0.180002,0.819999
咋了,2024-08-02 06:12:12,Matteo,text,0,0.994975,0.0022611,0.997739
之前去非洲跟一个男生去的,2024-08-02 06:12:33,R,text,2,0.753694,0.889162,0.110838
太好玩了,2024-08-02 06:12:36,R,text,2,0.998467,0.99931,0.000690017
戒断了,2024-08-02 06:12:39,R,text,2,0.185381,0.633421,0.366579
太好玩了55555,2024-08-02 11:40:33,R,text,2,0.999623,0.99983,0.000169676
是我在南极认识的一个朋友,2024-08-02 11:40:46,R,text,1,0.0,0.0,0.0
非洲因为一些情况，他的朋友鸽了他，我的朋友鸽了我,2024-08-02 11:41:11,R,text,2,0.407093,0.733192,0.266808
直接四个人变两个人,2024-08-02 11:41:15,R,text,1,0.376787,0.531161,0.468839
在飞机上突然变成两个人的,2024-08-02 11:41:35,R,text,0,0.571386,0.192876,0.807124
然后就玩得很开心，但是我也没说啥，他也没说啥,2024-08-02 11:42:03,R,text,2,0.650635,0.842786,0.157214
然后又不在同一个地方,2024-08-02 11:42:07,R,text,0,0.980359,0.0088387,0.991161
就寄了,2024-08-02 11:42:11,R,text,0,0.777407,0.100167,0.899833
怎么办啊戒断,2024-08-02 12:18:19,R,text,0,0.371682,0.282743,0.717257
不知道,2024-08-02 12:22:20,Matteo,text,0,0.963392,0.0164735,0.983526
哈哈哈哈哈哈哈哈哈,2024-08-02 18:10:50,R,text,2,0.911407,0.960133,0.039867
手机一响全都白讲,2024-08-02 18:11:11,R,text,0,0.617323,0.172205,0.827795
真的难绷,2024-08-02 19:31:09,Matteo,text,0,0.980461,0.00879269,0.991207
对不起 我一般是聊天框对面的那一边哈哈哈哈哈,2024-08-04 10:54:36,R,text,0,0.878996,0.0544517,0.945548
分析一下,2024-08-08 01:29:45,Matteo,text,2,0.0260919,0.561741,0.438259
她想表达什么,2024-08-08 01:30:19,Matteo,text,1,0.108712,0.544564,0.455436
不知道怎么对自己好,2024-08-08 03:03:18,R,text,0,0.975229,0.0111469,0.988853
不知道怎么接受别人的好,2024-08-08 03:03:23,R,text,0,0.96179,0.0171946,0.982805
不知道怎么接受别人对自己的好,2024-08-08 03:03:33,R,text,0,0.965504,0.0155233,0.984477
看上去她有点被压力到了哈哈哈,2024-08-08 04:23:41,R,text,2,0.905134,0.95731,0.0426896
有种我之前的既视感,2024-08-08 04:24:54,Matteo,text,2,0.391043,0.725969,0.274031
前一天晚上还好好的,2024-08-08 04:25:02,Matteo,text,2,0.954301,0.979435,0.0205647
第二天直接失联了,2024-08-08 04:25:17,Matteo,text,0,0.985655,0.00645541,0.993545
ghost,2024-08-08 04:25:32,R,text,2,0.698082,0.864137,0.135863
所以回避型确实很烦,2024-08-08 04:57:26,Matteo,text,0,0.983391,0.00747418,0.992526
随时就应激了,2024-08-08 04:57:57,Matteo,text,0,0.73114,0.120987,0.879013
我也有点回避,2024-08-08 04:58:31,R,text,0,0.883806,0.0522873,0.947713
她回避还是你回避,2024-08-08 04:59:06,R,text,0,0.962155,0.0170304,0.98297
我,2024-08-08 04:59:25,Matteo,text,2,0.916568,0.962455,0.0375445
哈哈哈哈哈哈,2024-08-08 04:59:29,R,text,2,0.914082,0.961337,0.0386631
她今天给我的感觉有点,2024-08-08 04:59:34,Matteo,text,2,0.685938,0.858672,0.141328
不正常,2024-08-08 04:59:38,Matteo,text,0,0.983864,0.00726116,0.992739
咋不正常,2024-08-08 05:03:58,R,text,0,0.996789,0.00144496,0.998555
往回缩,2024-08-08 05:05:39,Matteo,text,0,0.764304,0.106063,0.893937
她也回避？,2024-08-08 05:19:12,R,text,0,0.982318,0.00795679,0.992043
我不知道,2024-08-08 05:20:23,Matteo,text,0,0.906595,0.0420324,0.957968
希望是我想多吧,2024-08-08 05:20:34,Matteo,text,1,0.045284,0.547736,0.452264
慢慢来吧,2024-08-08 05:23:15,R,text,2,0.660526,0.847237,0.152763
有点烦,2024-08-08 06:29:29,Matteo,text,0,0.999913,3.93848e-05,0.999961
把游戏又下回来了,2024-08-08 06:29:40,Matteo,text,2,0.821906,0.919858,0.0801424
送了两皮肤又卸了,2024-08-08 06:29:58,Matteo,text,0,0.378212,0.279805,0.720195
虽然她也卸了,2024-08-08 06:30:12,Matteo,text,0,0.469255,0.238835,0.761165
你好抽象哈哈哈哈哈,2024-08-08 06:56:30,R,text,2,0.979309,0.990689,0.00931078
弯了一天的腰终于还是断了,2024-08-08 06:57:30,Matteo,text,0,0.653579,0.15589,0.84411
哈哈哈哈哈哈哈哈,2024-08-08 06:57:39,R,text,2,0.826193,0.921787,0.0782133
[好的],2024-08-08 06:58:21,Matteo,text,2,0.998467,0.99931,0.00069003
"""房呈祥10.25"" 撤回了一条消息",2024-08-08 06:58:28,Matteo,text,0,0.900543,0.0447556,0.955244
包断的,2024-08-08 06:58:32,Matteo,text,0,0.595741,0.181916,0.818084
还好最近开始上班了,2024-08-09 06:53:49,Matteo,text,2,0.807615,0.913427,0.0865731
只有下班才有时间破防,2024-08-09 06:54:00,Matteo,text,0,0.922549,0.0348529,0.965147
你们到底关系是好还是不好啊,2024-08-09 07:37:57,R,text,0,0.990267,0.00437995,0.99562
应该是,2024-08-09 07:38:36,Matteo,text,0,0.122044,0.39508,0.60492
没了,2024-08-09 07:38:38,Matteo,text,0,0.943363,0.0254867,0.974513
被冷处理了,2024-08-09 07:40:00,Matteo,text,0,0.982127,0.00804287,0.991957
今晚,2024-08-09 07:54:43,Matteo,text,2,0.958119,0.981154,0.0188463
希望有个可以死心的回复吧,2024-08-09 07:54:55,Matteo,text,0,0.90611,0.0422506,0.957749
看来是没有,2024-08-09 08:12:49,Matteo,text,0,0.929996,0.0315019,0.968498
没回吗,2024-08-09 10:57:05,R,text,0,0.989058,0.00492379,0.995076
在打电话,2024-08-09 10:57:18,Matteo,text,1,0.752218,0.512389,0.487611
我感觉我有病一样,2024-08-09 10:57:39,Matteo,text,0,0.877056,0.0553246,0.944675
本来很烦,2024-08-09 10:57:47,Matteo,text,0,0.96009,0.0179597,0.98204
听到她声音就安心了,2024-08-09 10:57:55,Matteo,text,2,0.00951489,0.554282,0.445718
哈哈哈哈哈哈哈哈,2024-08-09 11:29:02,R,text,2,0.826193,0.921787,0.0782133
恭喜！,2024-08-09 11:29:19,R,text,2,0.995819,0.998119,0.0018815
她愿意跟你打电话很好啊,2024-08-09 11:29:25,R,text,2,0.941548,0.973696,0.0263035
之前也打,2024-08-09 11:29:44,Matteo,text,2,0.823704,0.920667,0.0793331
反正打完一段时间我都情绪稳定,2024-08-09 11:30:00,Matteo,text,2,0.841243,0.928559,0.0714407
过会就又突发恶疾,2024-08-09 11:30:10,Matteo,text,0,0.919577,0.0361902,0.96381
你是特别焦虑吗,2024-08-09 11:36:42,R,text,0,0.717197,0.127262,0.872738
文字交流会,2024-08-09 11:37:04,Matteo,text,2,0.991485,0.996168,0.00383153
因为她有点像人机回复,2024-08-09 11:37:15,Matteo,text,0,0.127729,0.392522,0.607478
哈哈哈哈哈哈哈,2024-08-09 11:38:15,R,text,2,0.974361,0.988462,0.0115377
md我也有点像人机,2024-08-09 12:48:22,R,text,0,0.992653,0.00330628,0.996694
那无所谓,2024-08-09 21:44:54,Matteo,text,1,0.922148,0.496107,0.503893
平均,2024-08-14 12:04:40,Matteo,text,2,0.793499,0.907074,0.0929256
2天崩一次,2024-08-14 12:04:53,Matteo,text,0,0.633736,0.164819,0.835181
我在想是不是真的我太矫情了,2024-08-14 12:05:04,Matteo,text,0,0.987208,0.00575647,0.994244
