Text,StrTime,User,MessageType,Sentiment,Confidence,Positive_Prob,Negative_Prob
没有吧,2024-08-14 12:05:55,R,text,0,0.966012,0.0152944,0.984706
正常的,2024-08-14 12:05:59,R,text,2,0.388221,0.724699,0.275301
只是真的很难过吧,2024-08-14 12:06:05,R,text,0,0.806603,0.0870288,0.912971
"""房呈祥10.25"" 撤回了一条消息",2024-08-14 12:09:18,Matteo,text,0,0.900543,0.0447557,0.955244
还是上班好,2024-08-14 12:09:31,Matteo,text,2,0.914773,0.961648,0.0383522
没时间想,2024-08-14 12:09:39,Matteo,text,0,0.824383,0.0790277,0.920972
确实是的,2024-08-14 12:19:31,R,text,2,0.815132,0.916809,0.0831905
明天飞美国了,2024-08-14 12:19:37,R,text,1,0.0147724,0.549261,0.450739
我在十万火急收行李,2024-08-14 12:19:42,R,text,2,0.268188,0.670684,0.329316
好吧,2024-08-14 18:19:49,Matteo,text,0,0.687963,0.140417,0.859583
是不是开始上班了,2024-08-14 20:33:11,R,text,0,0.622494,0.169878,0.830122
嗯,2024-08-14 20:33:26,Matteo,text,2,0.204458,0.642006,0.357994
二硕了,2024-08-17 10:19:48,R,text,2,0.520997,0.784449,0.215551
嗷,2024-08-17 10:19:55,Matteo,text,2,0.993038,0.996867,0.00313272
又读,2024-08-17 10:19:56,R,text,2,0.963933,0.98377,0.0162302
特种兵,2024-08-17 10:20:04,R,text,2,0.902079,0.955935,0.0440646
落地开始装家具,2024-08-17 10:20:17,R,text,2,0.795923,0.908165,0.0918346
沙发不见了,2024-08-17 10:20:37,R,text,1,0.261427,0.463071,0.536929
三件套没有床单,2024-08-17 10:20:43,R,text,0,0.933398,0.0299711,0.970029
公寓电梯还没通,2024-08-17 10:20:55,R,text,0,0.870063,0.0584717,0.941528
wifi没有,2024-08-17 10:21:00,R,text,0,0.982315,0.00795806,0.992042
明天去欧洲当舔狗,2024-08-17 10:21:11,R,text,0,0.7673,0.104715,0.895285
[呲牙],2024-08-17 10:21:14,R,text,2,0.518941,0.783523,0.216476
什么天崩开局,2024-08-17 10:21:16,Matteo,text,0,0.928222,0.0323003,0.9677
舔舔舔,2024-08-17 10:21:37,Matteo,text,2,0.942419,0.974088,0.0259116
买了个灯快乐一下,2024-08-17 10:21:58,R,text,2,0.98024,0.991108,0.00889199
话说北京求职有什么好用点的途径嘛,2024-08-17 10:23:44,Matteo,text,2,0.170546,0.626746,0.373254
🤔,2024-08-17 10:25:54,R,text,1,0.0,0.0,0.0
就是大陆那些吧,2024-08-17 10:26:07,R,text,0,0.113611,0.398875,0.601125
社招吗,2024-08-17 10:26:12,R,text,0,0.906602,0.0420291,0.957971
行吧,2024-08-17 10:26:22,Matteo,text,0,0.98993,0.00453138,0.995469
不知道就突然想到,2024-08-17 10:26:37,Matteo,text,0,0.804381,0.0880287,0.911971
短期肯定是不会,2024-08-17 10:27:19,Matteo,text,0,0.957397,0.0191712,0.980829
北京居住环境有点差的,2024-08-17 10:27:56,R,text,0,0.55952,0.198216,0.801784
太远了,2024-08-17 10:27:58,R,text,0,0.70956,0.130698,0.869302
嗯,2024-08-17 10:28:44,Matteo,text,2,0.204458,0.642006,0.357994
好抽象,2024-08-18 12:05:02,R,text,2,0.997549,0.998897,0.00110304
我不理解（牢蒋口音）,2024-08-18 12:05:12,Matteo,text,0,0.983744,0.0073152,0.992685
可能,2024-08-18 12:05:34,R,text,0,0.96391,0.0162403,0.98376
她觉得你不够现实,2024-08-18 12:05:56,R,text,0,0.832325,0.0754537,0.924546
所以牢蒋最近在哪发财啊,2024-08-18 12:05:58,Matteo,text,0,0.736667,0.1185,0.8815
有点难崩,2024-08-18 12:07:01,Matteo,text,0,0.975019,0.0112414,0.988759
除此之外呢,2024-08-18 12:08:19,Matteo,text,2,0.52843,0.787793,0.212207
马上飞10h去另一块大陆当舔狗,2024-08-18 12:08:26,R,text,0,0.981375,0.00838122,0.991619
我们真是不相上下,2024-08-18 12:08:32,R,text,0,0.0080351,0.446384,0.553616
旅游完还跑去他学校那边,2024-08-18 12:09:22,R,text,2,0.990011,0.995505,0.00449517
我特么真是,2024-08-18 12:09:25,R,text,0,0.992832,0.0032254,0.996775
[愉快],2024-08-18 12:09:28,R,text,2,0.999541,0.999794,0.000206346
之前那个,2024-08-18 12:09:35,Matteo,text,2,0.689425,0.860241,0.139759
就是区别在哪,2024-08-18 12:09:53,Matteo,text,0,0.590417,0.184312,0.815688
你说我吗,2024-08-18 12:11:25,R,text,0,0.936385,0.0286266,0.971373
还是你,2024-08-18 12:11:31,R,text,0,0.261174,0.332472,0.667528
你们在单曲循环,2024-08-18 12:12:33,R,text,0,0.835981,0.0738087,0.926191
查找相似,2024-08-18 12:12:45,R,text,2,0.795996,0.908198,0.0918016
哦对了,2024-08-18 12:12:54,R,text,2,0.622103,0.829946,0.170054
你会不会有强迫性重复,2024-08-18 12:13:02,R,text,0,0.822954,0.0796707,0.920329
你搜一下 强迫性重复,2024-08-18 12:13:14,R,text,0,0.403041,0.268632,0.731368
麻了,2024-08-18 12:15:20,Matteo,text,0,0.287256,0.320735,0.679265
有点汗流浃背了捏,2024-08-18 12:16:03,Matteo,text,0,0.903554,0.0434005,0.956599
我感觉,2024-08-18 12:20:19,Matteo,text,2,0.808165,0.913674,0.0863257
没结果,2024-08-18 12:20:23,Matteo,text,0,0.82824,0.0772921,0.922708
每天都想及时止损,2024-08-18 12:20:53,Matteo,text,2,0.931206,0.969042,0.0309575
戒断太难了,2024-08-18 12:22:12,R,text,0,0.943603,0.0253787,0.974621
犯贱太简单了,2024-08-18 12:22:26,R,text,0,0.999761,0.000107433,0.999893
[吃瓜],2024-08-18 12:24:55,Matteo,text,2,0.124599,0.606069,0.393931
[呲牙],2024-08-18 12:25:41,R,text,2,0.518941,0.783523,0.216477
哦对了 你mbti是什么,2024-08-18 12:26:19,R,text,0,0.651642,0.156761,0.843239
赛博身份证[呲牙],2024-08-18 12:26:31,R,text,2,0.843924,0.929766,0.0702344
infj,2024-08-18 12:26:32,Matteo,text,1,1.0,1.0,0.0
哈哈哈哈哈哈哈哈哈哈我真是朋友们都是,2024-08-18 12:26:45,R,text,2,0.901005,0.955452,0.0445478
[吃瓜],2024-08-18 12:26:46,Matteo,text,2,0.124599,0.606069,0.393931
inf,2024-08-18 12:26:47,R,text,2,0.0795503,0.585798,0.414202
哈哈哈哈哈哈,2024-08-18 12:26:50,R,text,2,0.914082,0.961337,0.0386631
哈哈哈哈哈哈哈哈,2024-08-18 12:26:57,R,text,2,0.826193,0.921787,0.0782133
啧,2024-08-18 12:34:34,Matteo,text,0,0.728152,0.122332,0.877668
不知道是不是有病,2024-08-18 12:43:31,Matteo,text,0,0.993212,0.00305475,0.996945
越是觉得会输的时候越想梭哈,2024-08-18 12:43:49,Matteo,text,2,0.886601,0.948971,0.0510294
毕竟再不梭哈来不及了？,2024-08-18 12:44:29,R,text,0,0.585764,0.186406,0.813594
不知道,2024-08-18 12:44:52,Matteo,text,0,0.963392,0.0164735,0.983526
之前觉得上几天班就老实了,2024-08-18 12:45:57,Matteo,text,2,0.725395,0.876428,0.123572
但并没有,2024-08-18 12:46:02,Matteo,text,0,0.368949,0.283973,0.716027
再上几天,2024-08-18 13:14:55,R,text,2,0.584173,0.812878,0.187122
半个月了,2024-08-18 13:15:11,Matteo,text,2,0.485487,0.768469,0.231531
如果结局真能如愿,2024-08-18 13:16:09,Matteo,text,0,0.738715,0.117578,0.882422
我都不敢想我得哭成什么样,2024-08-18 13:16:26,Matteo,text,0,0.984616,0.00692273,0.993077
北京吗,2024-08-18 13:16:59,R,text,1,0.534594,0.52327,0.47673
哥们太走心了,2024-08-18 13:17:06,R,text,1,0.82141,0.491071,0.508929
睡了,2024-08-18 13:17:44,Matteo,text,0,0.96016,0.017928,0.982072
睡觉是好事,2024-08-18 13:19:05,R,text,2,0.863634,0.938635,0.061365
虽然初吻不能再每天零点刷新,2024-08-18 13:19:38,Matteo,text,0,0.0783356,0.414749,0.585251
但是情绪睡醒还是可以的,2024-08-18 13:19:49,Matteo,text,2,0.131988,0.609395,0.390605
哈哈哈哈哈哈哈不是皮上组织每天更新吗,2024-08-18 13:19:55,R,text,1,0.279593,0.53602,0.46398
要这么说也行,2024-08-18 13:20:11,Matteo,text,0,0.912404,0.0394183,0.960582
如何呢,2024-08-19 01:34:58,Matteo,text,0,0.967782,0.0144983,0.985502
在机场坐牢,2024-08-19 01:35:09,R,text,0,0.187243,0.365741,0.634259
排了一小时的登机牌,2024-08-19 01:35:27,R,text,0,0.720138,0.125938,0.874062
现在凌晨1:35,2024-08-19 01:35:35,R,text,2,0.709051,0.869073,0.130927
晚点,2024-08-19 01:35:37,R,text,2,0.615263,0.826868,0.173132
没地方坐,2024-08-19 01:35:44,R,text,0,0.609984,0.175507,0.824493
坐他妈柜台上,2024-08-19 01:35:50,R,text,0,0.00292632,0.448683,0.551317
这边开始野餐了,2024-08-19 01:36:18,R,text,2,0.919249,0.963662,0.0363381
但不知道谁脚臭,2024-08-19 01:36:26,R,text,0,0.933959,0.0297184,0.970282
一阵一阵的,2024-08-19 01:36:28,R,text,2,0.797778,0.909,0.0909997
哥们要被送走了,2024-08-19 01:36:36,R,text,0,0.50719,0.221764,0.778236
机场野餐什么时候开拍,2024-08-19 01:37:16,Matteo,text,2,0.939619,0.972829,0.0271715
好困,2024-08-19 01:38:16,R,text,2,0.151955,0.61838,0.38162
要升天了,2024-08-19 01:38:18,R,text,0,0.135157,0.389179,0.61082
今早四点起的,2024-08-19 01:38:25,R,text,2,0.0650573,0.579276,0.420724
时差一坨大便,2024-08-19 01:38:32,R,text,0,0.99409,0.00265949,0.997341
我昨晚自闭到这边时间两点多,2024-08-19 01:38:41,Matteo,text,2,0.335339,0.700903,0.299097
几点上班,2024-08-19 01:38:50,R,text,1,0.592022,0.520399,0.479601
今天困死了,2024-08-19 01:38:51,Matteo,text,0,0.994782,0.00234794,0.997652
10,2024-08-19 01:38:56,Matteo,text,2,0.364313,0.713941,0.286059
但是8:30就出门了,2024-08-19 01:39:17,Matteo,text,2,0.585693,0.813562,0.186438
咋样了,2024-08-20 10:24:04,Matteo,text,0,0.838353,0.0727412,0.927259
啧,2024-08-20 10:24:54,Matteo,text,0,0.728152,0.122332,0.877668
有一说一,2024-08-21 09:52:27,Matteo,text,0,0.831681,0.0757435,0.924257
现在我还挺怕休假,2024-08-21 09:52:37,Matteo,text,2,0.561527,0.802687,0.197313
上班只要工作就好了,2024-08-21 09:52:57,Matteo,text,2,0.842151,0.928968,0.071032
下班要考虑的东西可就多了,2024-08-21 09:53:07,Matteo,text,2,0.606481,0.822916,0.177084
忙点好,2024-08-21 11:23:44,R,text,2,0.85946,0.936757,0.0632431
哎,2024-08-21 11:27:02,R,text,0,0.997688,0.00104026,0.99896
哎哎哎,2024-08-21 11:27:04,R,text,0,0.996187,0.00171593,0.998284
确实,2024-08-21 11:27:06,R,text,2,0.483035,0.767366,0.232634
有点烦,2024-08-21 11:56:41,Matteo,text,0,0.999913,3.93849e-05,0.999961
今年喝的酒感觉比大学几年都多,2024-08-21 12:07:01,Matteo,text,2,0.975172,0.988827,0.0111727
所以珠海按摩女198可以抱五分钟,2024-08-21 13:24:05,Matteo,text,2,0.313456,0.691055,0.308945
好看吗,2024-08-21 14:51:02,R,text,2,0.993191,0.996936,0.00306424
还是关了灯都一个样,2024-08-21 14:51:19,R,text,0,0.997682,0.00104326,0.998957
三十多吧,2024-08-21 17:56:53,Matteo,text,0,0.868006,0.0593972,0.940603
普通人里蒜种上了,2024-08-21 17:57:18,Matteo,text,1,0.345035,0.467252,0.532748
躺了一天,2024-08-22 06:23:50,Matteo,text,2,0.155835,0.620126,0.379874
不上班的？,2024-08-22 06:32:54,R,text,0,0.982689,0.00778996,0.99221
明天再上,2024-08-22 06:38:11,Matteo,text,2,0.932841,0.969778,0.0302216
那不是内耗一天,2024-08-22 10:03:44,R,text,0,0.981229,0.00844703,0.991553
嗯,2024-08-22 10:04:06,Matteo,text,2,0.204458,0.642006,0.357994
终于上班了,2024-08-22 23:25:41,Matteo,text,2,0.991127,0.996007,0.00399262
天选打工圣体是吧,2024-08-23 04:42:26,R,text,0,0.36302,0.286641,0.713359
五点,2024-08-23 05:13:38,Matteo,text,0,0.73151,0.120821,0.879179
还没吃上午饭,2024-08-23 05:13:44,Matteo,text,0,0.299942,0.315026,0.684974
昨天聊完之后,2024-08-23 05:14:30,Matteo,text,2,0.918633,0.963385,0.0366152
今天工作受伤第一次有点破防,2024-08-23 05:14:43,Matteo,text,0,0.73602,0.118791,0.881209
我也有点破防,2024-08-23 12:06:17,R,text,0,0.587407,0.185667,0.814333
已经崩了,2024-08-23 12:08:40,Matteo,text,0,0.975639,0.0109625,0.989037
面试也不想准备,2024-08-23 12:25:56,Matteo,text,0,0.955409,0.020066,0.979934
回家后也没吃饭,2024-08-23 12:26:05,Matteo,text,0,0.970219,0.0134015,0.986598
就躺着,2024-08-23 12:26:16,Matteo,text,1,0.871205,0.49356,0.50644
fwb,2024-08-23 14:35:42,R,text,1,1.0,1.0,0.0
没道理,2024-08-23 14:35:44,R,text,0,0.865912,0.0603398,0.93966
真的没道理,2024-08-23 14:35:46,R,text,0,0.975916,0.010838,0.989162
笑死,2024-08-23 14:36:15,R,text,0,0.984829,0.00682684,0.993173
他妈的,2024-08-23 14:36:16,R,text,0,0.90702,0.0418409,0.958159
两天没说话快憋死了,2024-08-24 06:20:50,Matteo,text,0,0.998129,0.000842082,0.999158
你这次跟她哪里认识的啊,2024-08-24 16:19:48,R,text,0,0.483738,0.232318,0.767682
可能太久没玩游戏了,2024-08-24 22:17:09,Matteo,text,0,0.985346,0.0065941,0.993406
昨晚打五排,2024-08-24 22:17:16,Matteo,text,2,0.590933,0.81592,0.18408
今天起来手好痛,2024-08-24 22:17:22,Matteo,text,2,0.727238,0.877257,0.122743
有点抽象,2024-08-25 08:45:05,R,text,0,0.997019,0.00134139,0.998659
有点难懂,2024-08-25 08:45:08,R,text,0,0.999497,0.000226155,0.999774
抽象就完事了,2024-08-25 08:51:35,Matteo,text,0,0.99392,0.00273618,0.997264
最破防的一晚,2024-09-07 13:47:17,Matteo,text,2,0.964858,0.984186,0.0158139
what happen,2024-09-07 13:50:40,R,text,0,0.0584045,0.423718,0.576282
有点受够了,2024-09-07 13:51:09,Matteo,text,0,0.999158,0.000378784,0.999621
现在唯一的执念就是见面吃个饭了,2024-09-07 13:52:15,Matteo,text,2,0.863849,0.938732,0.0612682
去见！,2024-09-07 13:52:24,R,text,2,0.596198,0.818289,0.181711
不过也是一厢情愿吧,2024-09-07 13:52:26,Matteo,text,0,0.743908,0.115242,0.884758
哈哈,2024-09-07 13:52:47,Matteo,text,2,0.999519,0.999783,0.00021661
哎,2024-09-07 13:53:00,R,text,0,0.997688,0.00104026,0.99896
她愿意见吗？,2024-09-07 13:53:35,R,text,0,0.994853,0.00231606,0.997684
我真不是那种能一直主动的人,2024-09-07 13:53:46,Matteo,text,0,0.985976,0.00631101,0.993689
太累了,2024-09-07 13:53:53,Matteo,text,0,0.99758,0.00108902,0.998911
她无所谓吧,2024-09-07 13:54:01,Matteo,text,0,0.909456,0.040745,0.959255
见完会下头吗？,2024-09-07 13:54:29,R,text,0,0.989245,0.00483984,0.99516
不知道,2024-09-07 13:54:37,Matteo,text,0,0.963392,0.0164735,0.983526
去见吧,2024-09-07 13:54:56,R,text,0,0.888871,0.0500079,0.949992
想见就去见,2024-09-07 13:55:00,R,text,1,0.209185,0.539541,0.460459
等春天吧,2024-09-07 13:55:16,Matteo,text,2,0.0946518,0.592593,0.407407
什么？难道要等到明年三月吗？,2024-09-07 13:55:17,R,text,0,0.99492,0.00228613,0.997714
why,2024-09-07 13:55:27,R,text,0,0.962139,0.0170373,0.982963
什么仪式,2024-09-07 13:55:32,R,text,0,0.441878,0.251155,0.748845
不知道,2024-09-07 13:55:34,Matteo,text,0,0.963392,0.0164735,0.983526
上班走不开啊,2024-09-07 13:55:46,Matteo,text,2,0.00638035,0.552871,0.447129
确实,2024-09-07 13:55:57,R,text,2,0.483035,0.767366,0.232634
一周上六天,2024-09-07 13:56:00,Matteo,text,2,0.879667,0.94585,0.0541498
那也太久了吧,2024-09-07 13:56:00,R,text,0,0.996435,0.00160447,0.998396
我操，还有多少个月？,2024-09-07 13:56:05,R,text,0,0.998801,0.000539701,0.99946
还有六个月,2024-09-07 13:56:15,R,text,2,0.925567,0.966505,0.033495
所以才说执念,2024-09-07 13:56:18,Matteo,text,2,0.298132,0.68416,0.315841
respect啊,2024-09-07 13:56:22,R,text,2,0.935959,0.971181,0.0288186
国庆呢,2024-09-07 13:56:28,R,text,2,0.913003,0.960851,0.0391486
过年呢,2024-09-07 13:56:31,R,text,2,0.762459,0.893107,0.106893
有点幽默了我感觉,2024-09-07 13:56:34,Matteo,text,0,0.25239,0.336425,0.663575
草,2024-09-07 13:56:41,R,text,0,0.829521,0.0767157,0.923284
不知道,2024-09-07 13:56:45,Matteo,text,0,0.963392,0.0164735,0.983526
过于幽默,2024-09-07 13:56:49,R,text,0,0.987791,0.00549422,0.994506
可能潜意识里把时间延后,2024-09-07 13:57:01,Matteo,text,0,0.564023,0.19619,0.80381
就能多垂死挣扎一会吧,2024-09-07 13:57:13,Matteo,text,2,0.143518,0.614583,0.385417
不过这些假期和赌场也没什么关系,2024-09-07 13:57:43,Matteo,text,2,0.0883562,0.58976,0.41024
也是,2024-09-07 13:58:15,R,text,2,0.736154,0.881269,0.118731
你现在在干啥啊,2024-09-07 13:58:20,R,text,0,0.873928,0.0567324,0.943268
工作,2024-09-07 13:58:23,R,text,2,0.911893,0.960352,0.0396482
"""房呈祥10.25"" 撤回了一条消息",2024-09-07 13:58:30,Matteo,text,0,0.900543,0.0447557,0.955244
酒店实习,2024-09-07 13:58:41,Matteo,text,2,0.97173,0.987279,0.0127214
[抱拳],2024-09-07 13:58:57,R,text,2,0.997912,0.999061,0.000939494
纯牛马了,2024-09-07 13:59:57,Matteo,text,0,0.350623,0.292219,0.70778
真能等到明年春天,2024-09-07 14:02:56,Matteo,text,2,0.862881,0.938296,0.0617038
估计要内耗死了,2024-09-07 14:03:05,Matteo,text,0,0.99881,0.000535655,0.999464
我同意,2024-09-07 14:18:00,R,text,1,0.482131,0.525893,0.474107
太久了,2024-09-07 14:18:03,R,text,0,0.992631,0.00331607,0.996684
久到变质了,2024-09-07 14:18:14,R,text,0,0.982299,0.0079656,0.992034
累了,2024-09-07 15:37:21,Matteo,text,0,0.582197,0.188011,0.811989
看了下十一月的机票,2024-09-07 23:32:53,Matteo,text,2,0.96862,0.985879,0.0141211
也还好,2024-09-07 23:32:55,Matteo,text,2,0.969017,0.986058,0.0139422
你们真的,2024-09-09 11:42:19,R,text,0,0.962274,0.0169768,0.983023
坦白说,2024-09-09 11:42:52,Matteo,text,0,0.79403,0.0926864,0.907314
有一瞬间,2024-09-09 11:42:56,Matteo,text,2,0.981819,0.991819,0.00818132
给我恶心到了,2024-09-09 11:43:02,Matteo,text,0,0.999862,6.19804e-05,0.999938
多恶心一点,2024-09-09 11:49:22,R,text,0,0.999173,0.00037215,0.999628
会好吗,2024-09-09 11:49:24,R,text,0,0.561152,0.197482,0.802518
会吧,2024-09-09 11:50:52,Matteo,text,0,0.441668,0.251249,0.748751
别给我搞厌女了,2024-09-09 11:55:52,Matteo,text,0,0.977359,0.0101886,0.989811
有点想刷贴吧了,2024-09-09 11:56:09,Matteo,text,0,0.546582,0.204038,0.795962
你们怎么认识的来着,2024-09-09 12:02:36,R,text,0,0.988105,0.00535259,0.994647
打排位吧,2024-09-09 19:43:54,Matteo,text,0,0.621881,0.170154,0.829847
哈哈哈哈哈哈,2024-09-09 19:54:37,R,text,2,0.914082,0.961337,0.0386631
拉错人了当时,2024-09-09 19:55:03,Matteo,text,0,0.691502,0.138824,0.861176
附近的人？大厅？,2024-09-09 19:55:20,R,text,0,0.785467,0.0965399,0.90346
她要拉另外一个,2024-09-09 19:56:21,Matteo,text,0,0.603812,0.178284,0.821716
看错了,2024-09-09 19:56:29,Matteo,text,0,0.077931,0.414931,0.585069
缘 妙不可言,2024-09-09 19:57:00,R,text,2,0.992633,0.996685,0.00331503
大厅妹还是算了,2024-09-09 19:58:32,Matteo,text,0,0.889416,0.0497626,0.950237
又不开麦又想混分,2024-09-09 19:58:41,Matteo,text,0,0.983098,0.00760585,0.992394
大概率还有公主病,2024-09-09 19:58:56,Matteo,text,2,0.604085,0.821838,0.178162
现在玩王者是不是越来越少了,2024-09-09 20:16:31,R,text,2,0.614062,0.826328,0.173672
还是我越来越老了,2024-09-09 20:16:39,R,text,0,0.911544,0.0398051,0.960195
都是,2024-09-09 20:16:46,Matteo,text,2,0.556199,0.80029,0.19971
我都不怎么玩了,2024-09-09 20:17:14,Matteo,text,0,0.979659,0.00915358,0.990846
昨晚过后,2024-09-09 21:46:34,Matteo,text,2,0.655865,0.845139,0.154861
就特别想骂人哈哈哈哈哈哈哈哈,2024-09-09 21:46:41,Matteo,text,0,0.949957,0.0225195,0.97748
暴躁老哥[呲牙],2024-09-09 23:37:31,R,text,2,0.697025,0.863661,0.136339
土著澳门女,2024-09-09 23:44:17,Matteo,text,2,0.905611,0.957525,0.0424752
一个比一个丑,2024-09-09 23:44:22,Matteo,text,0,0.999377,0.000280476,0.99972
你现在每句话我都害怕你骂到我哈哈哈哈哈哈哈,2024-09-09 23:44:40,R,text,0,0.864998,0.0607511,0.939249
那倒不会,2024-09-09 23:44:55,Matteo,text,0,0.95009,0.0224593,0.977541
我现在特别正常,2024-09-09 23:45:10,Matteo,text,2,0.815221,0.916849,0.0831506
之前算是一直憋着不说,2024-09-09 23:45:40,Matteo,text,0,0.891949,0.0486228,0.951377
奇了怪了,2024-09-10 01:35:39,Matteo,text,0,0.992089,0.00355978,0.99644
感觉血跟止不住一样,2024-09-10 01:35:49,Matteo,text,2,0.127905,0.607557,0.392443
第三张了,2024-09-10 01:36:16,Matteo,text,2,0.97998,0.990991,0.00900887
早上好,2024-09-10 09:09:39,R,text,2,0.992268,0.99652,0.00347953
晚上好,2024-09-10 09:09:54,Matteo,text,2,0.996229,0.998303,0.00169708
你实习不能还加班吧？,2024-09-10 09:10:09,R,text,0,0.998823,0.000529541,0.99947
不用,2024-09-10 09:10:26,Matteo,text,2,0.840534,0.92824,0.0717596
但是之前天天早去,2024-09-10 09:10:38,Matteo,text,2,0.912534,0.96064,0.0393598
respect,2024-09-10 09:10:50,R,text,2,0.994145,0.997365,0.00263462
八小时根本做不完,2024-09-10 09:10:51,Matteo,text,0,0.933595,0.0298824,0.970118
啥工作,2024-09-10 09:23:42,R,text,0,0.574911,0.19129,0.80871
酒店营运培训生,2024-09-10 09:24:13,Matteo,text,2,0.93053,0.968739,0.0312614
直白来说,2024-09-10 09:24:22,Matteo,text,2,0.954316,0.979442,0.0205577
hskp所有基层岗位轮一遍,2024-09-10 09:24:37,Matteo,text,2,0.441364,0.748614,0.251386
nb,2024-09-10 09:26:01,R,text,2,0.953533,0.97909,0.02091
刚做完客房,2024-09-10 09:26:22,Matteo,text,2,0.972787,0.987754,0.0122458
有一种十项全能的感觉,2024-09-10 09:26:23,R,text,2,0.836619,0.926479,0.0735214
天天铺床,2024-09-10 09:26:28,Matteo,text,2,0.0942197,0.592399,0.407601
哈哈哈哈哈哈哈哈哈哈哈哈哈,2024-09-10 09:26:35,R,text,2,0.725537,0.876492,0.123508
还牛逼嘛,2024-09-10 09:26:41,Matteo,text,2,0.096899,0.593605,0.406395
那你得打扫卫生吗,2024-09-10 09:26:44,R,text,0,0.998741,0.000566461,0.999434
还是很牛逼,2024-09-10 09:26:48,R,text,2,0.944825,0.975171,0.0248286
